wins,losses,draws,height_cm,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,match_results
7,1,0,172.72,172.72,Switch,1.24,51,2.75,34,6.19,75,64,2.1,win
13,7,0,185.42,182.88,Orthodox,1.74,59,0.27,60,4.02,66,100,2,win
7,6,0,187.96,190.5,Orthodox,3.54,52,6.53,42,0,0,0,2,win
30,33,2,172.72,182.88,Orthodox,1.39,39,1.35,64,2.02,100,36,2,loss
10,1,0,175.26,180.34,Switch,5.6,69,4.03,48,1,40,77,2,win
8,4,0,178.2343247,182.88,Orthodox,0.87,35,0.87,40,0,0,0,2,win
5,1,0,180.34,182.88,Orthodox,1.67,69,0.53,33,0,0,14,2,win
16,5,0,180.34,182.88,Orthodox,2.8,38,3.87,55,0,0,55,2,win
8,8,0,182.88,182.88,Orthodox,1.2,50,3.13,38,2,66,42,2,draw
33,18,0,180.34,182.88,Orthodox,0.53,20,1.97,46,0.99,33,25,2,win
19,7,0,175.26,180.34,Southpaw,1.19,34,1.78,52,3.19,48,52,2,win
42,10,0,180.34,180.34,Southpaw,1.39,46,1.5,55,2.67,34,43,2,win
4,2,0,187.96,195.58,Southpaw,5.27,49,6.93,44,0,0,0,2,win
8,0,0,177.8,182.88,Orthodox,1.73,39,2.27,59,5,38,0,2,win
7,3,0,175.26,182.88,Orthodox,0,0,1.73,43,1,10,0,2,win
6,0,0,180.34,182.88,Orthodox,1.85,29,1.94,58,3.38,62,100,2,win
22,7,0,182.88,190.5,Orthodox,1.74,32,2.06,55,0.66,50,29,2,win
16,8,0,175.26,182.88,Southpaw,2.94,43,5.29,47,0,0,66,2,win
5,2,0,177.8,182.88,Orthodox,2.4,59,0.6,59,5,83,0,2,win
5,1,0,182.88,182.88,Orthodox,1.76,48,3.12,28,4.07,66,0,2,win
6,4,0,187.96,182.88,Orthodox,0.87,59,0.87,64,3,100,0,2,win
8,1,0,190.5,190.5,Southpaw,0.93,45,3.4,39,4,100,0,2,win
4,8,0,172.72,182.88,Orthodox,0.53,9,2.79,63,0,0,0,2,loss
11,2,0,167.64,165.1,Orthodox,1.27,37,3.2,54,2,50,100,2,win
2,2,0,172.72,182.88,Orthodox,0.53,50,4.4,32,8,50,0,2,draw
12,4,1,187.96,187.96,Orthodox,3.68,54,3.04,44,4.84,57,60,2,win
28,16,0,177.8,180.34,Orthodox,2.84,39,5.39,54,2.39,45,54,2,win
17,9,7,170.18,182.88,Southpaw,1.67,65,0.93,33,4,80,0,2,win
10,1,0,175.26,172.72,Orthodox,0.8,38,3.33,29,6,66,0,2,win
15,3,0,170.18,172.72,Orthodox,2,37,2.31,45,1.53,27,55,2,win
9,2,0,175.26,182.88,Orthodox,2.2,35,3.33,48,3,75,25,2,win
15,10,1,180.34,182.88,Orthodox,3.07,71,1.74,43,0,0,0,2,win
9,9,0,175.26,182.88,Orthodox,1.07,40,1.13,43,1,25,20,2,draw
6,1,0,172.72,177.8,Southpaw,1.47,35,2.73,52,2,33,66,2,win
7,9,0,180.34,182.88,Orthodox,1.53,38,1.97,46,0.51,25,36,2,loss
17,4,0,187.96,182.88,Orthodox,10.22,61,0.13,92,3.98,100,0,2,win
21,16,1,175.26,182.88,Orthodox,3.4,69,1.53,68,4,66,50,2,win
25,16,0,190.5,203.2,Orthodox,1.55,52,2.7,46,1.43,16,35,2,win
20,8,0,182.88,182.88,Orthodox,1.33,33,2.15,54,0.98,37,21,2,win
7,2,1,165.1,167.64,Orthodox,1.8,40,7.73,34,0,0,25,2,win
9,5,0,167.64,170.18,Switch,3.73,30,5,35,2,16,0,2,win
35,16,2,175.26,175.26,Orthodox,1.04,27,1.71,58,1.67,33,11,2,win
20,17,0,180.34,182.88,Orthodox,0.93,70,4.67,28,0,0,40,2,win
9,8,0,182.88,182.88,Orthodox,0.73,28,1.4,54,0,0,57,2,win
20,7,0,182.88,182.88,Orthodox,3.22,42,3.28,62,1.86,41,78,2,win
18,11,0,190.5,200.66,Southpaw,2.18,47,3.84,38,2.02,40,54,2,win
12,5,0,165.1,165.1,Southpaw,2.76,46,2.21,61,1.16,25,65,1.9,win
19,8,0,187.96,182.88,Orthodox,0.99,22,3.47,34,1.86,50,50,1.9,win
8,2,0,193.04,200.66,Orthodox,1.78,35,1.79,61,1.87,53,60,1.9,win
10,3,0,172.72,175.26,Orthodox,2.05,51,0.88,58,6.63,48,83,1.9,win
7,5,0,187.96,187.96,Switch,2.94,46,4.25,49,1.21,30,36,1.9,win
18,7,0,167.64,165.1,Orthodox,3.36,41,5.37,67,0.85,21,70,1.9,win
4,0,0,180.34,182.88,Orthodox,3.9,52,5.19,45,0,0,100,1.9,win
18,5,0,172.72,177.8,Orthodox,2.02,59,1.54,49,3.73,42,50,1.9,win
3,5,0,180.34,185.42,Orthodox,4.83,53,4.43,57,1.27,36,50,1.9,loss
21,8,0,185.42,193.04,Orthodox,2.84,39,2.99,59,1.55,50,31,1.9,win
8,3,0,177.8,182.88,Orthodox,0.26,16,2.7,43,1.93,100,25,1.9,win
26,7,1,172.72,182.88,Orthodox,4.49,39,5,54,1.41,50,33,1.9,win
4,2,0,180.34,182.88,Orthodox,1.15,33,4.2,52,0,0,100,1.9,win
60,42,8,175.26,182.88,Orthodox,0.88,40,1.66,49,1.82,41,5,1.9,win
23,14,1,170.18,182.88,Southpaw,2.01,43,2.04,58,2.21,58,34,1.9,win
18,9,0,177.8,185.42,Southpaw,2.52,46,3.02,50,1.45,35,42,1.9,win
8,5,0,167.64,170.18,Orthodox,2.99,38,4.14,51,3.2,83,55,1.9,win
6,3,0,180.34,182.88,Orthodox,3.75,56,2.34,53,3.75,33,50,1.9,win
14,4,0,177.8,185.42,Orthodox,2.64,42,4.5,48,1.4,33,50,1.9,win
11,4,0,190.5,193.04,Southpaw,3.22,52,2.94,42,2.12,25,82,1.9,win
36,5,0,182.88,187.96,Orthodox,3.18,51,1,63,2,63,82,1.9,win
5,5,0,182.88,182.88,Orthodox,4.2,47,1.15,66,0,0,100,1.9,draw
28,11,1,167.64,170.18,Orthodox,1.59,37,1.77,50,2.86,32,24,1.9,win
3,3,0,185.42,182.88,Orthodox,0.63,41,2.66,40,3.8,66,0,1.9,draw
11,7,0,177.8,182.88,Orthodox,2.04,34,2.65,60,2.46,33,42,1.9,win
60,17,1,187.96,203.2,Orthodox,3.29,48,3.8,44,1.82,46,37,1.9,win
13,7,1,172.72,182.88,Orthodox,2.31,41,1.67,48,0,0,0,1.9,win
11,3,1,165.1,175.26,Switch,2.76,49,2.42,48,3.76,40,61,1.9,win
12,5,0,167.64,170.18,Orthodox,3.42,50,5.87,31,0.97,25,20,1.9,win
9,2,0,170.18,172.72,Southpaw,2.35,47,1.9,52,2.54,50,60,1.9,win
6,10,0,185.42,182.88,Orthodox,0,0,8.37,19,0,0,33,1.9,loss
8,1,0,175.26,170.18,Switch,1.28,44,1.52,46,3.57,33,0,1.8,win
23,9,1,167.64,182.88,Orthodox,1.08,32,2.36,33,0,0,50,1.8,win
10,3,0,187.96,187.96,Orthodox,4.88,49,5.1,53,0.44,28,100,1.8,win
11,5,0,177.8,182.88,Orthodox,3.39,36,3.93,59,0,0,70,1.8,win
5,2,2,187.96,182.88,Orthodox,3.35,51,2.04,62,0,0,0,1.8,win
3,5,0,160.02,162.56,Switch,3.55,44,3.2,51,1.53,38,28,1.8,loss
4,3,0,170.18,167.64,Orthodox,3.31,45,4.75,32,1.84,44,0,1.8,win
17,9,0,175.26,172.72,Orthodox,4.67,47,4.11,53,1.69,35,32,1.8,win
16,8,0,177.8,182.88,Orthodox,1.42,46,4.2,54,2.66,34,25,1.8,win
12,4,0,175.26,180.34,Orthodox,2.44,36,2.66,55,2.4,25,45,1.8,win
12,5,0,185.42,182.88,Orthodox,2.68,53,2.33,49,6.51,68,0,1.8,win
31,9,3,175.26,182.88,Orthodox,0.7,45,0.9,52,1.6,63,25,1.8,win
14,8,2,190.5,193.04,Orthodox,1.89,34,3.38,56,1.81,36,50,1.8,win
14,8,0,185.42,187.96,Orthodox,2.03,36,3.06,49,1.67,54,47,1.8,win
36,17,0,172.72,180.34,Southpaw,2.86,41,3.08,58,1.56,43,48,1.8,win
9,2,0,162.56,157.48,Orthodox,1.69,49,1.03,63,2.72,37,0,1.8,win
8,5,0,187.96,187.96,Orthodox,4.94,48,3.1,46,1.84,55,67,1.8,win
27,10,0,175.26,180.34,Orthodox,3.3,39,1.63,65,3.67,60,37,1.8,win
8,2,1,190.5,182.88,Orthodox,0.36,15,3.28,32,0.9,100,42,1.8,win
8,7,0,182.88,187.96,Orthodox,2.34,47,3.36,43,2.37,80,50,1.8,win
12,2,0,187.96,190.5,Orthodox,3.64,45,2.34,55,2.97,83,50,1.8,win
9,5,0,180.34,182.88,Orthodox,3.27,62,3.27,54,1.75,11,75,1.8,win
21,11,0,185.42,185.42,Orthodox,3,33,3.88,59,0.6,36,38,1.8,win
14,5,0,170.18,182.88,Orthodox,2.48,60,0,100,3.54,57,100,1.8,win
28,15,0,170.18,175.26,Orthodox,3.09,49,3.18,46,1.71,25,48,1.7,win
23,17,0,198.12,200.66,Orthodox,2.31,41,2.4,54,0.49,45,56,1.7,win
15,5,0,185.42,182.88,Orthodox,2.86,37,2.4,68,1.71,66,33,1.7,win
17,5,0,182.88,190.5,Orthodox,1.67,44,2.13,37,1.93,25,31,1.7,win
3,2,0,175.26,182.88,Orthodox,2.67,70,1,79,0,0,50,1.7,win
5,2,0,160.02,182.88,Orthodox,2.5,50,3.07,52,0.85,100,40,1.7,win
14,3,0,195.58,198.12,Orthodox,7.72,66,2.77,66,3.46,100,100,1.7,win
2,1,0,178.2343247,182.88,Orthodox,7.97,63,1.94,67,1.71,33,75,1.7,win
12,4,0,190.5,190.5,Orthodox,4.55,53,3.76,58,1.09,31,72,1.7,win
12,2,0,187.96,193.04,Orthodox,3.02,44,3.01,55,1.72,50,33,1.7,win
23,5,0,187.96,190.5,Orthodox,3.87,54,3.6,46,1.36,47,58,1.7,win
21,23,2,180.34,182.88,Orthodox,1,27,3.26,36,0.84,40,16,1.7,loss
17,7,0,182.88,190.5,Orthodox,3.84,41,4.54,55,0.97,33,57,1.7,win
8,3,0,165.1,182.88,Orthodox,2.3,33,1.93,62,1.67,42,50,1.7,win
12,2,0,167.64,177.8,Orthodox,1.75,32,2.75,56,1.11,100,66,1.7,win
9,5,0,172.72,182.88,Orthodox,1.27,40,2.02,52,0.87,12,100,1.7,win
0,4,0,157.48,182.88,Orthodox,2.01,42,3.24,43,0,0,0,1.7,loss
33,13,0,210.82,213.36,Orthodox,3.12,47,4.04,46,0.56,46,55,1.7,win
15,10,0,175.26,182.88,Orthodox,1.81,37,3.85,46,0,0,57,1.7,win
20,5,0,177.8,180.34,Orthodox,2.95,33,3.02,51,1.31,31,47,1.7,win
7,2,0,180.34,170.18,Orthodox,1.78,35,1.96,49,1.67,33,45,1.7,win
15,9,0,190.5,195.58,Orthodox,3.86,51,3.06,57,4.15,39,76,1.7,win
3,1,0,187.96,182.88,Orthodox,1.61,46,1.05,55,2.5,75,0,1.7,win
26,17,1,182.88,182.88,Southpaw,1.26,41,2.03,51,1.26,31,48,1.7,win
25,21,1,175.26,182.88,Orthodox,2.08,32,2.66,56,0,0,0,1.7,win
14,2,0,180.34,190.5,Orthodox,1.8,55,0.89,69,2.32,53,84,1.7,win
17,6,1,185.42,200.66,Orthodox,3.85,43,3.85,64,1.12,40,50,1.7,win
8,5,0,190.5,187.96,Orthodox,5.61,59,5.44,45,1.67,28,0,1.7,win
31,18,1,180.34,182.88,Switch,2.03,47,4.07,35,0.43,9,57,1.7,win
22,6,1,180.34,180.34,Switch,3.02,40,3.46,50,2.44,34,40,1.6,win
7,1,0,172.72,182.88,Orthodox,4.5,47,2.66,64,1.24,66,85,1.6,win
8,4,0,182.88,187.96,Orthodox,3.42,37,3.95,51,2.37,33,100,1.6,win
23,6,3,172.72,182.88,Southpaw,1.86,48,1.67,66,2.4,32,42,1.6,win
9,5,0,175.26,180.34,Orthodox,2.28,44,4.32,40,2.51,34,42,1.6,win
12,1,1,177.8,187.96,Orthodox,0.87,40,1.52,48,11.41,70,0,1.6,win
16,6,0,167.64,167.64,Orthodox,3.8,53,5.32,55,4.07,31,91,1.6,win
18,1,0,170.18,167.64,Southpaw,5.31,53,2.01,63,4.16,72,66,1.6,win
44,9,0,175.26,193.04,Orthodox,3.98,43,1.86,74,0,0,17,1.6,win
14,7,0,177.8,180.34,Orthodox,2.61,27,2.52,67,2.32,31,53,1.6,win
22,3,1,165.1,172.72,Orthodox,3.08,55,3.46,51,1.65,44,58,1.6,win
17,9,0,187.96,182.88,Southpaw,2.06,44,1.74,34,2.44,42,0,1.6,win
18,10,0,185.42,190.5,Orthodox,2.32,50,1.36,55,1.31,50,60,1.6,win
20,11,0,175.26,182.88,Orthodox,2.46,51,2.76,41,3.28,53,30,1.6,win
24,8,2,177.8,182.88,Orthodox,4.95,52,5.05,54,1.55,50,100,1.6,win
8,3,0,193.04,182.88,Orthodox,2.92,46,1.51,68,0.53,7,37,1.6,win
17,7,1,190.5,193.04,Orthodox,2.42,46,2.86,45,1.76,22,37,1.6,win
16,13,0,162.56,162.56,Orthodox,3.56,41,3.79,58,0.78,27,53,1.6,win
24,24,6,170.18,182.88,Orthodox,1.8,48,3.44,58,0.52,100,36,1.6,draw
16,7,0,175.26,177.8,Southpaw,1.38,31,2.84,61,1.31,18,54,1.6,win
29,16,0,180.34,177.8,Orthodox,3.21,41,2.96,54,0.47,21,55,1.6,win
16,2,0,177.8,177.8,Southpaw,2.34,58,1.64,58,3.51,41,33,1.6,win
8,1,0,172.72,175.26,Orthodox,3.42,48,1.81,77,0,0,100,1.6,win
18,9,2,170.18,182.88,Southpaw,1.49,49,2.26,45,2.3,36,20,1.6,win
4,1,0,160.02,165.1,Orthodox,3.11,61,5.66,33,0.52,33,50,1.6,win
10,2,1,167.64,167.64,Orthodox,4.16,54,4.71,57,0.35,50,68,1.6,win
17,8,0,172.72,180.34,Orthodox,2.19,33,3.38,59,2.49,36,11,1.6,win
10,3,0,185.42,185.42,Orthodox,2.27,40,2.78,56,1.05,15,58,1.6,win
15,8,1,180.34,182.88,Orthodox,1.41,36,1.58,63,3.47,52,100,1.6,win
13,7,0,177.8,182.88,Orthodox,1.34,36,2.68,50,0,0,50,1.6,win
16,3,0,172.72,182.88,Orthodox,0.88,64,1.14,46,2.2,33,50,1.6,win
18,5,0,162.56,182.88,Orthodox,2.82,41,3.91,48,1.21,25,35,1.6,win
14,9,1,177.8,180.34,Orthodox,1.29,33,1.85,61,2.34,32,20,1.5,win
5,6,0,182.88,182.88,Southpaw,1.3,43,1.73,50,3,60,0,1.5,loss
17,0,0,185.42,195.58,Orthodox,4.45,59,2.61,53,1.49,33,100,1.5,win
19,3,0,165.1,182.88,Orthodox,2.37,36,3.33,53,2.5,31,100,1.5,win
27,14,1,182.88,187.96,Orthodox,2.74,45,2.84,60,1.8,35,70,1.5,win
27,21,1,177.8,182.88,Orthodox,2.36,45,4.69,40,1.48,17,42,1.5,win
17,5,0,180.34,182.88,Orthodox,1.12,28,4.91,44,3.64,38,100,1.5,win
0,4,0,170.18,182.88,Orthodox,0.63,36,1.85,56,1.1,75,0,1.5,loss
21,9,0,195.58,200.66,Orthodox,3.42,40,3.91,45,1.29,35,47,1.5,win
13,6,0,170.18,185.42,Orthodox,2.32,38,3.23,47,0.37,7,35,1.5,win
35,17,0,185.42,195.58,Southpaw,3.3,44,3.5,53,2.01,37,34,1.5,win
5,1,0,185.42,180.34,Orthodox,1.7,31,5.8,42,3,33,0,1.5,win
13,4,0,175.26,177.8,Orthodox,2.21,56,1.53,52,2.65,50,50,1.5,win
16,5,0,170.18,175.26,Southpaw,2.43,36,1.99,72,2.56,52,57,1.5,win
6,4,0,177.8,182.88,Orthodox,1.31,30,4.32,43,0.75,50,50,1.5,win
13,3,0,167.64,167.64,Southpaw,4.29,44,4.18,57,3.13,44,53,1.5,win
10,1,1,185.42,185.42,Orthodox,4.21,42,3.07,56,2.53,55,0,1.5,win
11,3,1,182.88,193.04,Southpaw,3.3,52,3.93,51,0.61,40,38,1.5,win
14,12,1,182.88,182.88,Orthodox,1.89,36,3.23,52,0.62,16,58,1.5,win
11,4,0,182.88,177.8,Southpaw,1.12,52,1.57,41,2.25,42,40,1.5,win
14,0,0,170.18,175.26,Orthodox,4.44,46,3.05,67,2.19,56,92,1.5,win
12,18,5,180.34,182.88,Southpaw,0.13,21,1.4,46,0.5,100,0,1.5,loss
10,7,0,177.8,185.42,Orthodox,3.43,55,2.63,55,2.5,50,40,1.5,win
8,3,0,185.42,190.5,Orthodox,2.57,54,3.91,47,2.31,25,100,1.5,win
20,12,0,172.72,172.72,Orthodox,1.85,48,3.3,58,0.29,25,44,1.5,win
21,7,1,170.18,177.8,Orthodox,2,40,2.31,62,3.83,42,62,1.5,win
23,6,0,185.42,198.12,Southpaw,2.17,50,2.03,53,2.97,40,35,1.5,win
16,10,0,177.8,172.72,Orthodox,3.17,50,3.57,51,2.13,37,56,1.5,win
10,3,0,180.34,182.88,Orthodox,2.03,19,2.83,64,3,54,100,1.5,win
17,14,1,167.64,172.72,Orthodox,2.01,39,3.06,64,1.19,36,49,1.5,win
14,5,0,175.26,177.8,Orthodox,3.22,37,2.61,59,1.34,60,30,1.5,win
20,2,1,177.8,182.88,Switch,2.97,51,2.27,45,3.68,36,40,1.5,win
20,8,0,180.34,177.8,Orthodox,2.08,55,4.21,40,5.08,36,0,1.4,win
18,3,0,172.72,177.8,Orthodox,3.55,47,2.13,57,1.01,16,66,1.4,win
10,3,0,170.18,177.8,Orthodox,2.36,26,2.98,64,1.39,70,54,1.4,win
21,7,2,170.18,182.88,Southpaw,1.06,41,1.22,52,2.47,40,25,1.4,win
6,6,0,182.88,187.96,Orthodox,1.74,43,1.5,59,0.89,55,42,1.4,draw
23,7,1,162.56,182.88,Orthodox,4.18,42,4.55,59,5.45,40,100,1.4,win
16,5,0,185.42,185.42,Orthodox,2.16,35,2.53,67,0.43,30,39,1.4,win
13,5,0,177.8,185.42,Orthodox,3.41,39,3.15,61,2.74,66,66,1.4,win
35,8,0,190.5,198.12,Orthodox,3.2,50,2.11,57,1.26,55,55,1.4,win
13,4,0,162.56,160.02,Orthodox,3.49,40,4.21,51,0.77,14,40,1.4,win
5,1,0,182.88,182.88,Orthodox,4.06,54,1.13,61,4.25,100,50,1.4,win
7,4,0,182.88,180.34,Orthodox,1.64,41,2.3,51,4.09,36,25,1.4,win
8,3,0,175.26,177.8,Switch,5.55,47,4.85,45,0,0,52,1.4,win
13,5,0,167.64,170.18,Southpaw,1.92,25,5.38,52,0.72,25,33,1.4,win
9,2,0,182.88,185.42,Orthodox,3.36,54,4.84,48,3.7,26,100,1.4,win
9,4,0,177.8,185.42,Orthodox,1.24,34,1.85,55,0,0,52,1.4,win
10,6,0,182.88,187.96,Southpaw,2.5,42,2.41,60,2.46,32,57,1.4,win
17,4,0,175.26,177.8,Orthodox,2.69,42,2.76,57,1.09,66,52,1.4,win
14,10,0,180.34,190.5,Orthodox,2.1,29,3.79,43,0,0,61,1.4,win
13,9,0,187.96,185.42,Southpaw,2.08,45,3.59,54,2.74,24,50,1.4,win
21,11,0,180.34,193.04,Orthodox,1.46,46,1.82,62,3.05,42,83,1.4,win
14,4,0,157.48,162.56,Orthodox,3.31,52,2.33,65,3.49,25,71,1.4,win
13,4,0,187.96,182.88,Orthodox,2.81,52,1.53,47,2.09,42,71,1.4,win
14,4,0,160.02,160.02,Orthodox,1.75,45,3.6,56,2.54,45,40,1.4,win
30,9,0,190.5,195.58,Orthodox,4.38,55,2.47,44,2.29,38,53,1.4,win
28,10,0,190.5,190.5,Southpaw,1.64,44,1.98,56,0.93,50,50,1.4,win
22,13,0,177.8,180.34,Orthodox,2.01,39,3.7,62,0,0,26,1.4,win
26,14,0,175.26,172.72,Southpaw,4.47,47,4.03,65,0.86,33,43,1.4,win
21,11,0,175.26,180.34,Orthodox,1.43,41,1.62,64,1.06,20,18,1.4,win
14,12,2,175.26,182.88,Orthodox,1.05,37,2.38,48,2.85,28,50,1.4,win
11,3,0,175.26,180.34,Southpaw,3.47,57,3.5,57,5.2,44,61,1.4,win
19,9,0,182.88,187.96,Orthodox,2.5,48,4.18,49,0.85,35,56,1.4,win
13,3,0,177.8,182.88,Southpaw,1.82,49,2.93,47,2.41,30,60,1.4,win
13,1,0,180.34,185.42,Southpaw,5.53,52,5.2,44,4.55,36,66,1.4,win
4,2,0,180.34,182.88,Southpaw,2.6,51,2.13,36,0,0,81,1.4,win
6,2,0,165.1,170.18,Southpaw,1.59,27,5.05,50,0.68,14,33,1.4,win
11,8,2,170.18,167.64,Orthodox,2.81,40,4.56,44,0.91,30,62,1.4,win
10,1,0,170.18,180.34,Orthodox,3.51,46,2.46,58,1.4,54,70,1.4,win
11,5,0,193.04,193.04,Orthodox,2.93,43,2.63,47,0.84,25,31,1.4,win
22,11,0,177.8,177.8,Southpaw,2.72,39,2.79,65,1.6,48,47,1.4,win
18,4,1,172.72,172.72,Orthodox,2.01,32,2.7,46,2.59,46,44,1.3,win
13,2,0,175.26,175.26,Switch,5.32,51,4.2,53,2.72,50,56,1.3,win
18,7,0,182.88,182.88,Orthodox,2.21,40,3.45,48,1.33,25,0,1.3,win
14,6,0,177.8,187.96,Southpaw,2.41,40,1.85,63,2.22,33,60,1.3,win
11,0,0,170.18,177.8,Orthodox,1.12,51,1.19,52,6.47,53,0,1.3,win
9,2,0,172.72,175.26,Orthodox,3.92,53,2.08,58,1.97,34,67,1.3,win
10,4,0,180.34,182.88,Southpaw,2.8,55,3.15,48,3.47,57,50,1.3,win
8,3,1,170.18,182.88,Orthodox,1.29,33,5.5,32,2.66,36,0,1.3,win
11,5,0,167.64,177.8,Switch,4.16,47,8.7,34,1.91,42,0,1.3,win
17,11,0,175.26,182.88,Switch,3.37,44,2.89,49,3.41,57,36,1.3,win
22,13,0,182.88,193.04,Southpaw,4.57,45,3.77,52,1.05,30,41,1.3,win
20,16,0,195.58,182.88,Orthodox,5.13,52,3.19,41,3.14,36,53,1.3,win
12,5,0,172.72,190.5,Orthodox,2.34,43,2.32,60,3.65,36,31,1.3,win
8,5,0,162.56,157.48,Orthodox,2.42,30,5.32,54,1.71,66,50,1.3,win
22,13,2,187.96,195.58,Orthodox,3.23,50,3.58,51,0.2,40,66,1.3,win
10,4,0,170.18,175.26,Southpaw,3.13,50,3.73,55,3.32,60,71,1.3,win
22,9,0,177.8,180.34,Orthodox,2.59,47,2.12,64,1.92,39,54,1.3,win
12,4,0,185.42,185.42,Orthodox,3.37,44,2.7,50,0.94,25,15,1.3,win
24,7,0,167.64,165.1,Orthodox,4.67,48,3.14,60,2.84,44,77,1.3,win
19,4,0,170.18,182.88,Orthodox,1.72,41,1.45,58,4.08,61,65,1.3,win
32,8,0,182.88,187.96,Orthodox,3.05,59,2.64,56,2.55,43,25,1.3,win
26,10,0,185.42,182.88,Orthodox,2.53,47,2.83,62,2.57,39,57,1.3,win
26,19,0,182.88,190.5,Orthodox,3.76,55,2.92,55,1.68,46,63,1.3,win
10,4,0,162.56,165.1,Orthodox,4.04,30,4.67,66,0,0,0,1.3,win
20,3,0,190.5,195.58,Orthodox,3.65,46,3.37,50,0,0,11,1.3,win
22,6,1,180.34,180.34,Orthodox,2.66,40,1.78,65,2.37,25,25,1.3,win
14,7,0,175.26,182.88,Orthodox,0.44,13,4.99,33,0,0,0,1.3,win
10,0,0,167.64,167.64,Orthodox,5.61,67,0.45,80,5.34,100,0,1.3,win
36,16,1,180.34,182.88,Orthodox,3.29,46,3.63,58,1.09,34,46,1.3,win
22,9,0,182.88,187.96,Southpaw,2.62,50,1.56,52,3.01,48,60,1.3,win
11,5,0,177.8,185.42,Orthodox,3.54,45,2.87,54,1.55,29,46,1.3,win
10,6,0,187.96,182.88,Orthodox,0.99,39,1.38,65,3.98,78,64,1.3,win
12,4,0,187.96,182.88,Orthodox,3.15,58,2.9,41,0.63,12,42,1.3,win
12,2,1,177.8,175.26,Orthodox,2.13,46,2.81,46,2.88,47,71,1.3,win
11,9,0,187.96,182.88,Orthodox,4.86,62,0.61,66,1.3,100,20,1.3,win
9,5,0,193.04,193.04,Orthodox,3.15,59,5.07,43,1.97,18,0,1.3,win
22,10,0,177.8,187.96,Orthodox,1.42,33,2.27,59,1.69,27,27,1.3,win
13,6,0,185.42,187.96,Orthodox,3.29,48,3.91,58,0.66,100,68,1.3,win
23,7,0,175.26,180.34,Orthodox,1.41,34,2.02,47,2.46,46,37,1.3,win
10,5,0,170.18,180.34,Orthodox,2.6,48,4.26,41,0,0,45,1.3,win
6,8,0,187.96,182.88,Orthodox,1.91,42,2.61,51,3.92,75,50,1.3,loss
15,11,0,170.18,182.88,Orthodox,2.49,30,6.36,51,0.67,18,44,1.3,win
20,9,0,167.64,165.1,Orthodox,2.62,45,2.98,51,2.02,31,55,1.3,win
17,7,0,175.26,177.8,Orthodox,2.47,39,4.4,54,1.53,40,56,1.3,win
23,10,0,185.42,182.88,Orthodox,1.83,43,2.3,49,1.31,28,43,1.3,win
16,8,0,167.64,172.72,Southpaw,1.26,50,1.11,65,3.08,46,0,1.3,win
9,9,0,182.88,182.88,Orthodox,0.99,36,2.33,51,1.6,29,33,1.3,draw
10,4,0,187.96,182.88,Orthodox,1.07,25,2.25,57,1.12,38,29,1.3,win
4,1,0,195.58,195.58,Southpaw,0.81,66,2.19,30,0,0,42,1.2,win
15,3,0,172.72,175.26,Switch,4.19,38,6.66,49,0.95,23,56,1.2,win
13,5,0,182.88,187.96,Orthodox,2.02,49,1.2,61,3.74,38,31,1.2,win
35,17,0,177.8,182.88,Orthodox,2.1,39,2.91,54,1.85,38,70,1.2,win
12,15,2,182.88,182.88,Southpaw,0.49,30,1.64,47,0.84,17,21,1.2,loss
24,9,1,193.04,195.58,Orthodox,3.59,52,2.64,55,1.75,31,31,1.2,win
1,3,0,185.42,182.88,Orthodox,0.41,50,2.69,37,0,0,0,1.2,loss
18,5,0,177.8,177.8,Orthodox,7.71,57,5.61,43,1.31,23,63,1.2,win
35,16,2,180.34,195.58,Orthodox,2.27,35,1.65,67,2.51,65,38,1.2,win
17,12,2,175.26,182.88,Orthodox,1.13,27,2.19,60,3.17,47,100,1.2,win
36,10,1,187.96,182.88,Orthodox,2.02,70,1.32,19,1.17,50,0,1.2,win
9,2,0,182.88,185.42,Southpaw,1.56,44,1.88,60,0,0,40,1.2,win
15,9,0,175.26,172.72,Southpaw,1.57,50,1.29,51,1.24,50,25,1.2,win
8,3,0,185.42,182.88,Orthodox,4.08,48,5.85,40,1.85,42,30,1.2,win
17,9,0,187.96,193.04,Orthodox,2.65,47,2.58,54,3.55,54,62,1.2,win
12,3,1,175.26,187.96,Switch,2.52,45,1.14,47,3.89,43,100,1.2,win
5,2,0,187.96,195.58,Orthodox,2.3,50,3.41,38,3.1,72,36,1.2,win
1,1,0,175.26,182.88,Orthodox,6.69,64,2.09,85,1.25,50,0,1.2,draw
18,9,0,180.34,187.96,Orthodox,1.71,39,1.99,63,1.42,31,63,1.2,win
7,11,2,190.5,195.58,Orthodox,1.13,37,4.6,53,0,0,0,1.2,loss
16,1,0,177.8,182.88,Orthodox,3.77,53,3.55,61,3.29,57,87,1.2,win
21,6,2,177.8,180.34,Southpaw,2.16,41,2.5,50,3.03,43,41,1.2,win
14,5,0,180.34,182.88,Orthodox,1.66,48,1.15,57,2.41,48,58,1.2,win
20,5,0,172.72,182.88,Orthodox,1,28,1.95,48,1.58,26,100,1.2,win
