wins,losses,draws,height_cm,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,match_results
22,28,3,193.04,182.88,Orthodox,5.18,53,4.86,35,0,0,0,0,win
0,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,5,0,180.34,182.88,Orthodox,2.04,57,3.02,43,0,0,50,0,win
7,4,0,185.42,187.96,Southpaw,1.35,40,4.89,38,0,0,0,0,loss
7,1,0,165.1,182.88,Orthodox,1.94,22,2.9,62,0,0,0,0,win
8,4,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
15,6,1,182.88,182.88,Orthodox,3.41,40,4.27,38,0,0,81,0,win
35,6,0,180.34,182.88,Orthodox,1.43,66,2.06,42,0,0,75,0,win
7,2,0,182.88,182.88,Orthodox,1.53,58,0.73,66,0,0,68,0,loss
0,1,0,167.64,182.88,Southpaw,1.12,30,2.24,36,2.1,50,0,0,win
10,6,1,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
11,4,1,177.8,182.88,Southpaw,0.48,42,3.84,51,2.4,50,0,0,win
15,9,1,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
23,5,0,170.18,182.88,Southpaw,1.35,23,2.38,66,0,0,80,0,win
2,4,0,193.04,182.88,Orthodox,2.7,73,0.85,60,0.75,14,0,0,draw
8,5,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
0,1,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
14,8,1,187.96,182.88,Southpaw,0,0,0,0,0,0,0,0,win
7,3,0,162.56,182.88,Orthodox,3.13,37,6.07,42,0,0,0,0,win
3,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
15,16,1,180.34,182.88,Orthodox,2.64,30,2.38,60,0,0,50,0,win
2,1,0,175.26,182.88,Orthodox,3.33,25,10,57,0,0,0,0,win
13,3,0,167.64,170.18,Southpaw,1.95,43,3.66,43,0.54,16,33,0,win
13,6,0,170.18,167.64,Orthodox,2.7,47,2.83,59,9,52,33,0,win
9,4,2,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
17,10,0,195.58,205.74,Orthodox,3.17,44,3.2,46,0,0,58,0,win
9,3,0,152.4,157.48,Southpaw,3.53,41,3.23,57,2.5,45,66,0,win
20,10,1,193.04,182.88,Orthodox,3.5,55,2.14,48,2.18,42,66,0,win
8,1,0,175.26,182.88,Southpaw,2.53,36,2.53,71,0,0,0,0,win
25,20,3,182.88,182.88,Southpaw,2.3,53,1.6,54,4.5,100,25,0,win
11,2,0,177.8,185.42,Orthodox,2.4,31,3.47,42,0,0,25,0,win
11,7,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
14,5,0,167.64,167.64,Southpaw,2.65,35,3.61,59,0.86,33,83,0,win
7,1,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
11,1,0,170.18,175.26,Orthodox,3.69,34,7.37,56,5.03,50,0,0,win
5,4,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
12,5,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
33,7,0,175.26,182.88,Orthodox,3.4,31,4.4,64,0,0,75,0,loss
13,8,0,157.48,160.02,Orthodox,6.93,48,7.98,56,0.25,14,92,0,win
1,2,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
14,9,0,182.88,182.88,Orthodox,0.79,33,3.14,42,0,0,0,0,win
9,6,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
0,1,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,9,0,180.34,182.88,Orthodox,0,0,3.41,37,0,0,0,0,win
18,8,0,187.96,182.88,Orthodox,1.4,12,7.31,52,0,0,100,0,win
3,3,0,180.34,182.88,Orthodox,1.64,19,7.21,53,0,0,0,0,win
11,4,1,170.18,182.88,Orthodox,1.4,26,2.07,65,1,25,33,0,win
0,4,0,190.5,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,6,0,187.96,195.58,Orthodox,3.36,42,3.44,56,1.02,35,60,0,win
28,4,1,185.42,182.88,Orthodox,5.59,61,2.06,79,0,0,0,0,win
22,10,0,177.8,185.42,Orthodox,6.56,46,7.44,51,1.11,31,73,0,win
11,4,0,172.72,182.88,Orthodox,3,42,3.64,63,0,0,53,0,win
13,5,1,165.1,162.56,Orthodox,3.59,39,3.25,67,2.08,30,88,0,win
7,3,0,187.96,190.5,Southpaw,2.92,48,5.65,56,0.37,100,80,0,win
33,1,0,172.72,182.88,Orthodox,1.98,35,4.81,51,1.06,25,76,0,loss
8,2,0,182.88,182.88,Orthodox,2.8,48,1.72,68,1.62,100,0,0,win
17,5,0,165.1,170.18,Orthodox,5.43,55,4.17,48,1.38,47,68,0,loss
19,10,1,160.02,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,3,1,172.72,182.88,Southpaw,2.95,25,5.02,59,2.82,30,0,0,win
8,4,0,172.72,182.88,Orthodox,4.62,35,6.92,21,3.46,100,100,0,win
5,10,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
17,1,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,17,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
14,4,0,177.8,187.96,Orthodox,2.21,34,8.85,41,3.69,50,0,0,win
11,4,0,170.18,170.18,Orthodox,7.33,33,8.67,64,0,0,0,0,win
14,2,0,185.42,182.88,Orthodox,6.5,60,6.38,47,0.53,75,79,0,draw
15,4,0,177.8,182.88,Orthodox,1.1,20,6.1,43,0,0,0,0,win
7,2,1,165.1,165.1,Orthodox,1,48,1.2,48,2,66,62,0,win
7,3,0,177.8,180.34,Orthodox,2.71,38,2.96,63,0.28,16,53,0,win
9,3,0,182.88,180.34,Orthodox,2.91,26,4.86,49,0,0,45,0,win
13,5,0,180.34,182.88,Orthodox,2.93,43,3.17,58,0.25,100,86,0,win
2,2,0,167.64,182.88,Orthodox,0.91,80,3.85,15,6.79,40,0,0,win
5,0,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
14,2,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
8,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
14,4,0,165.1,165.1,Orthodox,4.15,66,1.51,46,14.15,33,0,0,win
19,7,0,185.42,190.5,Orthodox,2.77,52,3.07,59,2.22,24,83,0,win
17,4,1,180.34,182.88,Orthodox,2.78,53,2.61,65,1.25,22,88,0,win
24,13,0,187.96,182.88,Orthodox,0.94,11,4.84,63,0,0,0,0,win
1,1,0,170.18,182.88,Orthodox,0.2,25,1.4,47,2,12,0,0,win
3,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
25,4,0,180.34,177.8,Orthodox,7.35,60,7.5,53,0.13,25,75,0,win
30,18,0,172.72,182.88,Orthodox,3.52,36,2.85,62,0.33,20,81,0,loss
24,8,0,182.88,185.42,Southpaw,2.61,39,2.92,58,0,0,0,0,win
19,2,0,182.88,182.88,Orthodox,2.84,39,1.92,63,4.8,53,0,0,draw
9,2,0,175.26,180.34,Orthodox,2.17,71,1.58,40,3.94,80,71,0,win
4,9,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,1,0,190.5,182.88,Southpaw,0,0,6.38,28,0,0,50,0,win
0,2,0,162.56,182.88,Orthodox,0,0,0,0,0,0,0,0,win
3,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,7,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,5,0,157.48,182.88,Orthodox,0,0,0,0,0,0,0,0,win
10,2,0,180.34,180.34,Switch,2.28,29,6.49,45,0,0,0,0,win
6,3,0,165.1,182.88,Orthodox,3.74,71,4.9,32,1.75,12,100,0,win
18,13,1,187.96,182.88,Orthodox,0.99,27,0.99,57,0,0,50,0,win
13,1,0,167.64,175.26,Orthodox,4.2,39,6.13,51,0,0,0,0,win
14,7,0,172.72,182.88,Orthodox,0,0,1.33,50,0,0,0,0,win
8,4,0,175.26,175.26,Orthodox,4,36,13,35,0,0,0,0,win
14,1,0,190.5,182.88,Orthodox,1.94,50,1.84,54,2.77,40,70,0,win
9,2,0,182.88,182.88,Orthodox,4.78,45,4.63,35,3.42,42,0,0,win
7,4,0,165.1,182.88,Orthodox,1.67,53,8.73,33,1.79,16,0,0,win
6,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,1,0,172.72,175.26,Orthodox,2.73,40,4.53,56,1,33,50,0,win
26,12,1,185.42,182.88,Orthodox,1.92,49,1.35,51,2.02,100,0,0,loss
15,3,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,0,0,178.2343247,182.88,Orthodox,3.9,39,4.36,50,2.34,100,100,0,win
6,2,1,180.34,193.04,Southpaw,2.32,38,1.55,67,0,0,60,0,win
23,12,0,185.42,182.88,Orthodox,1.71,48,2.87,52,2.69,33,50,0,draw
8,2,0,175.26,177.8,Orthodox,3,100,42,33,0,0,0,0,win
0,2,0,182.88,182.88,Orthodox,1.45,40,14.46,4,0,0,0,0,win
4,2,0,187.96,195.58,Orthodox,3.33,75,4.94,20,1.67,10,100,0,loss
9,4,0,185.42,187.96,Orthodox,3.47,65,3.53,56,0,0,50,0,loss
6,2,0,187.96,203.2,Orthodox,5.92,68,7.8,40,0,0,0,0,win
7,7,0,162.56,180.34,Southpaw,3.97,35,3.64,56,0.56,100,80,0,win
20,13,0,172.72,170.18,Southpaw,3.33,39,3.81,44,0,0,50,0,loss
14,7,0,187.96,190.5,Orthodox,1.33,36,3,47,0,0,100,0,win
4,6,0,193.04,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,2,0,180.34,182.88,Orthodox,1.07,28,8.57,11,0,0,50,0,win
16,13,0,165.1,182.88,Orthodox,2.9,36,3.18,46,1.14,23,78,0,win
7,5,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,16,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,3,0,180.34,182.88,Southpaw,2.61,29,8.24,48,0,0,0,0,win
11,4,0,182.88,185.42,Orthodox,3.26,47,2.76,56,2.04,37,40,0,win
8,3,0,175.26,182.88,Orthodox,1,20,2.89,34,7.48,45,100,0,loss
13,4,1,180.34,182.88,Orthodox,3.6,33,6,16,0,0,50,0,win
17,4,0,185.42,182.88,Orthodox,0,0,3.05,60,0,0,50,0,loss
16,10,0,185.42,190.5,Orthodox,1.42,21,4.4,47,1.6,33,14,0,loss
15,0,1,182.88,187.96,Orthodox,0,0,0,0,0,0,0,0,loss
12,9,0,175.26,182.88,Orthodox,2.73,48,1.53,54,3,50,0,0,loss
2,5,0,178.2343247,177.8,Orthodox,2.28,32,6.25,44,1.01,25,33,0,win
6,2,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,13,0,162.56,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,5,0,180.34,182.88,Southpaw,0,0,0,0,0,0,0,0,win
11,14,0,175.26,182.88,Southpaw,1.11,61,2.08,31,0,0,0,0,win
15,5,0,170.18,180.34,Orthodox,2.31,38,9.56,50,0,0,0,0,win
14,7,0,180.34,182.88,Orthodox,0,0,0,100,0,0,0,0,loss
20,4,0,193.04,203.2,Orthodox,4.82,53,3.82,54,1.86,34,68,0,loss
14,8,3,187.96,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,4,0,175.26,182.88,Orthodox,0,0,0,100,0,0,0,0,win
11,3,0,182.88,182.88,Southpaw,2.2,57,1.4,55,1,12,66,0,win
15,7,0,185.42,187.96,Orthodox,3.66,51,2.62,66,1.94,76,73,0,win
1,4,0,182.88,182.88,Orthodox,0,0,11.67,30,0,0,0,0,win
24,26,2,180.34,182.88,Orthodox,1.45,57,3.01,50,1.81,100,100,0,loss
12,6,0,172.72,172.72,Orthodox,3.25,45,4.91,50,0.7,28,86,0,win
11,6,0,175.26,187.96,Orthodox,2.76,54,2.83,54,2.1,25,50,0,win
1,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,0,0,175.26,185.42,Orthodox,1.35,73,1.16,40,18.87,50,50,0,win
7,4,0,180.34,182.88,Orthodox,3.14,53,3.98,38,1.33,66,50,0,loss
9,10,1,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
8,7,0,180.34,180.34,Orthodox,6,37,5.52,59,0,0,46,0,draw
10,2,0,167.64,182.88,Southpaw,0,0,0,0,0,0,0,0,win
11,10,0,182.88,182.88,Orthodox,0.67,25,0,100,0,0,50,0,win
51,31,7,177.8,182.88,Southpaw,1.62,36,2.32,47,0.75,66,75,0,win
1,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
0,3,0,180.34,182.88,Orthodox,0,0,19.31,40,0,0,0,0,win
3,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
7,3,0,167.64,177.8,Orthodox,4.55,44,6.21,46,4.28,52,40,0,win
7,3,0,172.72,170.18,Southpaw,2.97,42,3.17,34,1.5,33,80,0,win
6,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,1,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
10,9,2,170.18,182.88,Orthodox,0.84,100,1.68,68,0,0,50,0,win
5,5,0,170.18,182.88,Orthodox,2.86,14,14.29,54,0,0,0,0,win
13,3,0,170.18,172.72,Switch,3.63,37,4.2,55,0,0,45,0,win
11,1,0,170.18,172.72,Switch,4.73,44,5.8,51,0,0,66,0,win
6,0,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,5,0,180.34,182.88,Orthodox,1.83,47,6.47,34,1,28,30,0,win
5,3,0,172.72,182.88,Orthodox,2.61,59,6.22,35,0,0,100,0,win
8,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,4,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
6,1,0,175.26,187.96,Orthodox,1.97,40,1.82,70,0,0,100,0,win
19,8,0,190.5,182.88,Orthodox,0,0,0,0,0,0,0,0,win
9,6,0,177.8,187.96,Southpaw,2.61,65,3.57,40,1.24,18,60,0,win
9,1,0,170.18,182.88,Orthodox,1.26,40,2.08,48,5.56,100,100,0,win
5,2,0,167.64,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,21,0,190.5,182.88,Orthodox,0,0,0,0,0,0,0,0,win
16,5,1,182.88,182.88,Orthodox,2.91,62,1.01,50,1.51,33,33,0,win
24,5,0,175.26,182.88,Orthodox,5.6,50,6.36,45,2.56,62,87,0,draw
7,1,0,187.96,182.88,Orthodox,2.31,17,6.92,44,0,0,0,0,win
6,1,0,190.5,198.12,Orthodox,2.04,44,3.84,38,1.06,22,53,0,loss
18,8,1,177.8,182.88,Southpaw,1.11,38,1.52,45,0,0,46,0,win
19,11,7,177.8,182.88,Southpaw,0.46,33,12.92,9,0,0,0,0,win
20,5,0,185.42,190.5,Orthodox,4,36,7.65,51,0,0,0,0,win
0,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
16,11,0,175.26,190.5,Southpaw,1.56,20,3.91,69,1.5,33,37,0,win
0,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
20,11,0,185.42,182.88,Orthodox,1.93,34,3.02,50,0.26,28,78,0,loss
23,8,0,175.26,182.88,Orthodox,2.26,32,4.13,56,1.12,16,100,0,win
4,3,0,167.64,182.88,Orthodox,2.57,47,2.53,67,0,0,60,0,win
4,8,0,167.64,182.88,Orthodox,0,0,0,0,0,0,0,0,win
12,7,0,172.72,177.8,Southpaw,3.42,43,2.96,68,2.43,20,0,0,win
6,2,0,187.96,182.88,Orthodox,2.91,21,4.24,49,0,0,0,0,win
2,3,0,167.64,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,3,0,167.64,182.88,Orthodox,1.07,39,3.33,43,0.5,33,37,0,win
21,14,2,167.64,182.88,Orthodox,3.18,33,3.16,60,0.9,45,66,0,win
9,2,0,172.72,182.88,Orthodox,1.71,33,4.41,56,0,0,0,0,win
30,14,1,157.48,182.88,Southpaw,1.2,66,1.8,50,0,0,50,0,loss
17,9,0,187.96,182.88,Orthodox,3.13,37,4.4,72,0,0,0,0,win
5,2,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
9,2,0,165.1,172.72,Orthodox,5.4,41,6.63,49,0,0,56,0,loss
8,2,0,165.1,167.64,Orthodox,4.86,52,9.85,44,0,0,0,0,win
17,6,1,182.88,190.5,Orthodox,4.2,45,3.04,55,0.27,41,64,0,win
4,6,0,177.8,182.88,Orthodox,1.71,50,2.19,62,1.43,25,0,0,win
7,5,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,2,1,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,15,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,0,0,180.34,177.8,Orthodox,5.87,52,4,65,2,22,100,0,win
10,3,0,177.8,177.8,Orthodox,3.73,39,5.3,45,0.5,16,60,0,win
10,1,0,185.42,193.04,Orthodox,3.8,39,5.33,51,0,0,41,0,win
8,1,0,182.88,182.88,Southpaw,0,0,0,0,0,0,0,0,win
17,6,0,180.34,195.58,Switch,4.68,52,4.13,59,0.44,42,63,0,win
19,7,0,170.18,182.88,Southpaw,1.52,50,1.27,16,0,0,100,0,win
6,4,0,177.8,182.88,Orthodox,5.4,51,3.94,43,0,0,100,0,win
15,12,2,172.72,182.88,Orthodox,5.11,54,8.78,48,0,0,0,0,win
19,8,0,177.8,177.8,Orthodox,1.52,56,1.55,46,4.23,42,72,0,loss
5,4,0,172.72,182.88,Orthodox,4.88,87,0,0,0,0,50,0,win
6,5,0,170.18,167.64,Southpaw,3.87,57,8.43,46,1.81,19,100,0,win
11,3,0,162.56,182.88,Orthodox,0,0,0,0,0,0,0,0,win
16,7,1,180.34,185.42,Orthodox,2.6,34,2.98,54,0,0,60,0,win
7,2,4,167.64,182.88,Orthodox,0,0,0,0,0,0,0,0,win
1,12,0,178.2343247,182.88,Orthodox,0.89,25,10.34,38,4.43,100,66,0,win
9,7,0,172.72,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,7,0,185.42,187.96,Orthodox,4.3,43,5.1,50,2.55,36,100,0,win
6,3,0,162.56,182.88,Orthodox,1.44,27,5.45,34,0,0,0,0,win
21,3,0,170.18,182.88,Orthodox,3.85,48,1.91,54,3.4,36,75,0,win
6,4,0,175.26,185.42,Switch,6.53,46,7.58,58,0,0,50,0,win
6,3,1,185.42,182.88,Orthodox,6.33,44,7.53,51,2,16,50,0,win
14,6,0,157.48,157.48,Orthodox,3.67,31,6.87,57,1,25,0,0,win
17,9,1,190.5,182.88,Orthodox,0.76,45,1.97,27,2.28,11,0,0,win
12,3,0,180.34,187.96,Orthodox,2.73,32,2.6,58,2,18,0,0,win
9,3,0,170.18,172.72,Orthodox,3.54,40,4.41,51,2.17,37,80,0,draw
10,7,0,178.2343247,182.88,Orthodox,1.44,30,7.68,43,0,0,66,0,loss
11,3,0,167.64,175.26,Orthodox,2.87,44,5.8,55,5,41,0,0,win
45,35,10,180.34,182.88,Southpaw,0,0,0,0,0,0,0,0,win
11,6,0,160.02,182.88,Orthodox,0.87,31,3.43,58,2.34,45,0,0,win
6,5,0,190.5,182.88,Orthodox,0.17,15,2.5,28,0,0,14,0,loss
6,6,0,162.56,182.88,Orthodox,4,56,5.1,54,0,0,100,0,loss
2,6,0,178.2343247,182.88,Orthodox,0,0,5.88,16,0,0,0,0,win
25,22,2,187.96,182.88,Orthodox,1.09,43,1.2,57,0.43,100,66,0,loss
9,4,0,182.88,182.88,Orthodox,0.84,50,9.86,35,0,0,0,0,win
13,8,0,175.26,180.34,Southpaw,2.6,41,2.73,67,0,0,81,0,win
9,13,2,180.34,182.88,Orthodox,0,0,9.51,42,0,0,0,0,win
0,2,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
9,1,0,182.88,180.34,Orthodox,1.03,87,0.29,75,2.2,50,40,0,win
2,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
14,6,0,190.5,187.96,Orthodox,3.98,51,6.08,52,1.54,37,100,0,win
4,3,0,177.8,182.88,Orthodox,0.29,100,1.74,60,0,0,0,0,win
8,6,0,175.26,182.88,Orthodox,1.34,69,1.59,41,1.88,50,0,0,win
4,8,1,177.8,182.88,Orthodox,0.99,50,1.86,40,0,0,50,0,win
2,1,0,172.72,182.88,Orthodox,0.54,21,3.22,28,2.69,33,0,0,win
8,10,0,185.42,182.88,Orthodox,2.4,48,5.73,32,0,0,100,0,win
20,17,0,187.96,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,6,0,193.04,200.66,Orthodox,2.97,40,3.81,51,2.64,41,52,0,win
33,21,1,180.34,182.88,Southpaw,0,0,0,0,0,0,0,0,win
29,6,0,185.42,182.88,Orthodox,1.92,36,2.84,60,0.6,100,46,0,win
7,3,0,167.64,165.1,Orthodox,2.12,34,3.96,42,0,0,25,0,draw
2,0,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
17,8,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
9,2,0,162.56,165.1,Southpaw,4.13,59,2.9,57,3.5,36,46,0,win
19,4,0,172.72,180.34,Orthodox,4.91,57,2.66,76,1.11,28,81,0,draw
8,4,0,190.5,198.12,Orthodox,2.38,28,7.72,43,0,0,0,0,draw
1,1,0,175.26,182.88,Southpaw,0.06,10,2.45,32,0,0,0,0,win
0,2,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
5,0,0,190.5,182.88,Orthodox,5.6,55,3.4,52,0,0,100,0,win
4,2,0,178.2343247,182.88,Orthodox,4.36,49,3.9,60,0,0,0,0,win
0,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,0,0,180.34,182.88,Orthodox,0,0,2.8,37,0,0,33,0,win
30,7,0,182.88,185.42,Orthodox,4.9,41,4.67,61,0.48,30,60,0,win
9,10,0,175.26,182.88,Orthodox,1.81,47,0.4,60,0,0,50,0,win
4,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
10,2,0,182.88,187.96,Orthodox,6.32,50,10.11,38,0,0,0,0,win
4,1,0,190.5,182.88,Orthodox,0,0,4.03,40,6.72,50,0,0,draw
5,0,0,198.12,198.12,Orthodox,3.28,53,5.63,47,0,0,0,0,win
16,11,3,180.34,177.8,Orthodox,2.84,41,4.1,54,1.27,53,33,0,loss
7,5,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
4,6,0,185.42,182.88,Southpaw,0,0,0,0,0,0,0,0,win
2,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
3,3,0,162.56,160.02,Orthodox,1.2,20,1.8,76,0,0,0,0,win
5,1,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,2,0,175.26,182.88,Orthodox,0,0,0.43,0,0,0,0,0,win
17,3,0,165.1,160.02,Orthodox,5.55,44,3.56,61,0.86,66,70,0,draw
18,8,0,177.8,182.88,Orthodox,1.7,31,5.16,41,2.04,11,28,0,win
5,1,0,182.88,182.88,Orthodox,2.55,66,16.6,27,0,0,0,0,win
4,2,0,170.18,182.88,Orthodox,0.73,37,0.13,81,2,40,60,0,draw
9,2,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,5,0,182.88,182.88,Orthodox,3.29,64,0.84,47,1.15,25,50,0,win
1,1,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
10,1,0,157.48,170.18,Southpaw,7.22,44,5.85,52,0,0,70,0,win
11,5,1,172.72,170.18,Orthodox,2.86,38,3.83,50,1.95,60,87,0,win
14,14,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
9,5,0,167.64,182.88,Orthodox,2.72,25,3.57,68,0,0,0,0,win
6,2,0,177.8,182.88,Switch,1.8,25,3.97,57,1,40,87,0,loss
2,3,0,165.1,182.88,Orthodox,2.93,34,4.13,56,2,50,100,0,win
16,1,0,172.72,177.8,Orthodox,0.85,37,4.93,36,0,0,40,0,win
12,3,0,180.34,185.42,Orthodox,0.97,50,0,100,0,0,50,0,win
6,4,0,165.1,170.18,Orthodox,4.17,44,4.92,56,1.51,100,66,0,win
16,15,0,180.34,182.88,Southpaw,1.27,29,2.53,50,0,0,0,0,win
3,11,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,1,0,182.88,182.88,Orthodox,1.32,26,1.63,44,0,0,33,0,win
10,6,0,177.8,182.88,Southpaw,3.21,33,2.6,51,0,0,40,0,win
15,5,0,182.88,185.42,Orthodox,3.28,54,3.62,54,2.3,55,79,0,win
5,1,0,180.34,190.5,Orthodox,3.7,49,3.13,55,4,33,42,0,win
14,5,0,185.42,185.42,Switch,7.27,61,6.8,28,0,0,100,0,win
8,4,0,162.56,170.18,Switch,2.04,30,3.7,47,0,0,11,0,loss
21,12,1,167.64,182.88,Orthodox,0,0,22.5,45,0,0,0,0,win
11,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,5,0,175.26,182.88,Orthodox,0.47,33,10.91,19,0,0,0,0,win
9,3,1,167.64,165.1,Orthodox,3.44,68,3.94,53,1.86,66,53,0,win
16,4,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,3,0,190.5,185.42,Switch,2,37,7.8,25,1,9,0,0,win
5,4,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,3,0,193.04,198.12,Orthodox,1.72,53,2.48,49,6.55,51,16,0,win
4,2,0,182.88,195.58,Orthodox,0.07,8,1.6,44,0,0,0,0,loss
6,2,0,165.1,180.34,Southpaw,1.74,37,3.93,44,1.37,33,66,0,loss
6,1,0,175.26,182.88,Orthodox,1.54,25,17.44,44,0,0,100,0,win
4,3,1,185.42,182.88,Orthodox,1.2,69,3.27,25,1,11,0,0,win
12,3,0,182.88,185.42,Orthodox,4.89,45,5.18,56,0,0,100,0,draw
16,2,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,1,0,172.72,182.88,Orthodox,2.01,16,6.75,60,0,0,0,0,win
5,8,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
4,0,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
14,8,0,187.96,182.88,Orthodox,3.1,34,2.97,62,0,0,27,0,loss
14,11,1,160.02,182.88,Orthodox,0,0,2.4,57,0,0,100,0,win
13,8,1,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
11,10,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,8,0,172.72,182.88,Orthodox,5.19,40,5.46,52,0.63,18,64,0,win
6,0,0,175.26,182.88,Orthodox,6.67,80,0.87,43,14,73,100,0,win
